MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal_Actual,MedHouseVal_Predicted,Residual,Error_Percent
5.5061,17.0,6.6871165644171775,1.0061349693251533,473.0,2.901840490797546,38.48,-122.65,2.318,2.5276122719868397,-0.20961227198683963,-9.042807247059518
3.825,34.0,6.247058823529412,1.1098039215686275,872.0,3.4196078431372547,33.8,-117.85,2.167,1.941568001150948,0.22543199884905185,10.402953338673369
3.4844,28.0,5.18018018018018,0.9436936936936937,1312.0,2.954954954954955,34.08,-117.42,1.277,1.5668622760971047,-0.2898622760971048,-22.698690375654255
6.8374,27.0,6.972527472527473,1.021978021978022,464.0,2.5494505494505493,37.37,-122.09,5.00001,3.5101793991565273,1.4898306008434723,29.7965524237646
2.5938,41.0,4.2444444444444445,1.1481481481481481,833.0,3.085185185185185,33.99,-118.47,2.85,1.9820771442906135,0.8679228557093865,30.453433533662682
2.4537,20.0,5.508219178082192,1.1835616438356165,1658.0,2.271232876712329,38.62,-121.34,1.53,1.0804303861438598,0.44956961385614025,29.383634892558185
3.9856,52.0,3.4547413793103448,1.0495689655172413,727.0,1.5668103448275863,37.8,-122.44,5.00001,3.1598685070531545,1.8401414929468451,36.8027562534244
2.2279,37.0,6.181818181818182,0.9090909090909091,72.0,3.272727272727273,37.65,-120.95,2.25,0.8628598265058471,1.3871401734941529,61.6506743775179
7.9976,52.0,7.742465753424658,1.0438356164383562,924.0,2.5315068493150683,34.13,-118.13,5.00001,3.927937258239112,1.0720727417608877,21.441411952393853
2.7986,15.0,5.874113475177305,1.2039007092198581,1022.0,1.8120567375886525,33.34,-117.17,1.899,1.741583005073224,0.15741699492677608,8.289467873974516
2.8448,31.0,4.356807511737089,0.9976525821596244,795.0,1.8661971830985915,34.15,-118.43,3.606,2.11539483638677,1.49060516361323,41.336804315397394
3.1779,16.0,4.636165577342048,0.9607843137254902,1860.0,4.052287581699346,38.04,-121.29,0.973,1.047120025018721,-0.07412002501872095,-7.617679858039152
6.2552,20.0,7.7313769751693,1.0112866817155757,1489.0,3.36117381489842,32.78,-116.95,2.964,2.7049224152610876,0.2590775847389124,8.740809201717692
2.625,11.0,4.943201376936317,1.0499139414802066,2644.0,4.550774526678141,32.68,-115.51,0.727,0.5149205462954569,0.21207945370454306,29.171864333499737
2.1905,52.0,3.4619565217391304,1.1358695652173914,1655.0,4.497282608695652,34.03,-118.25,1.24,1.5339178080320366,-0.2939178080320366,-23.703049034841662
4.5714,33.0,5.649289099526066,1.009478672985782,1066.0,5.052132701421801,32.8,-115.57,0.686,1.2697748731214205,-0.5837748731214204,-85.09837800603796
3.6583,44.0,5.534328358208955,1.0955223880597016,976.0,2.9134328358208954,33.94,-118.31,1.267,2.3107838931572147,-1.0437838931572148,-82.38231200925136
3.4038,8.0,5.680952380952381,1.0666666666666667,2216.0,3.5174603174603174,34.39,-117.34,1.005,1.0602882788995416,-0.05528827889954169,-5.501321283536487
7.3693,25.0,6.695271453590193,1.02276707530648,1689.0,2.957968476357268,37.33,-122.02,3.736,3.6572337597888307,0.07876624021116951,2.1083040741747725
0.4999,52.0,2.6,0.7333333333333333,74.0,1.6444444444444444,33.93,-118.28,0.906,1.4177899335231672,-0.5117899335231672,-56.488955135007416
5.3478,8.0,6.210344827586207,0.9431034482758621,1959.0,3.377586206896552,36.83,-119.73,1.388,1.7548374431768394,-0.36683744317683953,-26.429210603518698
2.9148,15.0,4.285957446808511,1.1055319148936171,3164.0,2.6927659574468086,34.16,-118.27,2.387,1.8298880033372313,0.5571119966627687,23.339421728645522
4.0792,34.0,5.19811320754717,1.0,949.0,4.476415094339623,34.26,-118.44,1.651,1.8555759302633845,-0.2045759302633845,-12.39103151201602
1.8589,20.0,5.225,1.05,921.0,2.558333333333333,38.68,-121.29,1.44,0.6262834948851435,0.8137165051148565,56.50809063297615
5.2405,21.0,6.1836945304437565,1.0175438596491229,2647.0,2.731682146542828,34.02,-118.02,3.024,2.5667667629178226,0.45723323708217745,15.120146728907985
6.7061,23.0,7.4969939879759515,1.0040080160320641,1339.0,2.6833667334669338,37.94,-122.01,3.223,3.063643676166521,0.15935632383347897,4.944347621268352
4.5707,27.0,5.489795918367347,0.95578231292517,1666.0,2.8333333333333335,38.01,-122.03,1.759,2.314582776092365,-0.5555827760923653,-31.585149294619974
3.5551,30.0,4.712737127371274,0.9728997289972899,1914.0,5.186991869918699,33.71,-117.88,1.852,1.4589641237902455,0.39303587620975455,21.22223953616385
2.2969,29.0,4.191740412979351,1.3628318584070795,520.0,1.5339233038348083,33.54,-117.78,4.5,2.171544762139085,2.328455237860915,51.74344973024255
4.5833,21.0,7.2784313725490195,1.0823529411764705,863.0,3.384313725490196,34.28,-119.04,5.00001,2.3179050982840224,2.6821049017159773,53.64199075033805
2.2083,52.0,4.8561872909699,1.0334448160535117,637.0,2.130434782608696,39.21,-121.06,1.039,0.9190378075676051,0.11996219243239481,11.545928049316153
2.3075,27.0,5.244744744744745,1.364864864864865,1481.0,2.2237237237237237,35.38,-120.85,1.842,2.4190587621573485,-0.5770587621573484,-31.32783725067038
4.5,41.0,4.114558472553699,1.0692124105011933,1621.0,1.9343675417661097,33.77,-118.15,3.398,3.0403308432903913,0.35766915670960886,10.525872769558823
2.8603,52.0,5.169082125603865,1.0821256038647342,567.0,2.739130434782609,37.73,-122.39,1.89,2.231195850350133,-0.3411958503501331,-18.05269049471604
4.5398,20.0,7.005277044854881,1.1398416886543536,1081.0,2.8522427440633247,36.85,-119.69,1.431,1.6747318546735883,-0.24373185467358827,-17.032274959719654
1.7172,28.0,3.3714285714285714,1.0530612244897959,979.0,3.9959183673469387,33.72,-116.22,0.588,0.4173309842432076,0.17066901575679239,29.02534281578102
5.3241,14.0,7.049645390070922,0.9739952718676123,1408.0,3.3286052009456264,36.83,-119.82,1.23,1.781619061881294,-0.551619061881294,-44.847078201731215
0.6831,37.0,3.904831625183016,0.9824304538799414,2865.0,4.194729136163982,33.95,-118.23,0.875,0.7429823264501039,0.13201767354989613,15.08773411998813
3.775,9.0,6.103626943005182,1.2150259067357514,1556.0,4.0310880829015545,34.43,-118.66,1.55,1.667388939098906,-0.11738893909890602,-7.573479941864904
4.59,37.0,5.014285714285714,0.9342857142857143,882.0,2.52,37.99,-122.03,1.666,2.5289629671597496,-0.8629629671597496,-51.7984974285564
2.8833,29.0,5.793911007025761,1.0608899297423888,1130.0,2.6463700234192036,40.79,-124.13,0.83,1.394650582265072,-0.5646505822650721,-68.03019063434604
8.4614,18.0,5.558620689655172,0.9672413793103448,1310.0,2.2586206896551726,33.53,-117.76,3.919,4.109002613712505,-0.19000261371250504,-4.848242248341542
5.883,13.0,4.907407407407407,0.9969135802469136,2261.0,2.3261316872427984,33.7,-118.09,2.951,3.1261266852303464,-0.17512668523034636,-5.934486114210314
1.1806,24.0,4.3969696969696965,1.1727272727272726,1178.0,3.56969696969697,34.09,-117.29,0.683,0.541179785262976,0.141820214737024,20.764306696489605
3.8643,33.0,5.052536231884058,1.0271739130434783,1682.0,3.0471014492753623,37.73,-122.41,2.762,2.3915817767719645,0.3704182232280355,13.411231833020837
5.1228,17.0,5.189822294022617,1.024232633279483,3934.0,3.1777059773828755,37.24,-121.85,2.376,2.7452198071820675,-0.3692198071820676,-15.539554174329446
2.9915,20.0,4.3942414174972315,1.0310077519379846,2629.0,2.91140642303433,37.97,-122.03,1.667,1.7510314392417143,-0.0840314392417143,-5.040878178867084
4.1098,21.0,4.89532293986637,1.0289532293986636,1100.0,2.4498886414253898,38.0,-122.6,2.466,2.4904923892886046,-0.02449238928860442,-0.9932031341688734
13.3036,50.0,7.660766961651918,1.0029498525073746,964.0,2.8436578171091447,34.04,-118.49,5.00001,6.241665383563358,-1.2416553835633586,-24.833058005151162
1.9688,40.0,3.8967971530249113,1.085409252669039,1322.0,4.704626334519573,34.04,-118.19,1.5,1.1440602681997802,0.35593973180021976,23.729315453347986
1.6196,38.0,3.83011583011583,1.0772200772200773,732.0,2.8262548262548264,37.75,-122.17,0.851,1.5631358169576188,-0.7121358169576189,-83.68223466011972
5.9658,17.0,5.873076923076923,1.0269230769230768,775.0,2.980769230769231,37.27,-121.99,2.78,3.0390551938351322,-0.2590551938351324,-9.318532152342893
6.4631,32.0,6.091476091476092,1.0,1336.0,2.7775467775467777,37.29,-121.99,3.441,3.4337731887154845,0.0072268112845153,0.21002067086647197
2.6696,19.0,4.099290780141844,1.1645390070921986,2203.0,3.124822695035461,34.19,-118.37,1.851,1.7082366702942835,0.14276332970571648,7.712767677240221
3.8819,44.0,4.395348837209302,1.0813953488372092,1378.0,3.2046511627906975,33.85,-118.18,1.432,2.423789102500791,-0.9917891025007912,-69.25901553776475
4.9489,45.0,6.102739726027397,1.0616438356164384,384.0,2.6301369863013697,37.75,-122.24,2.471,2.888284422547656,-0.41728442254765596,-16.887269224915254
4.4,51.0,4.883449883449884,0.9557109557109557,1126.0,2.624708624708625,37.75,-122.48,3.184,2.8973636182942,0.28663638170579997,9.002398922920852
3.0083,25.0,3.3438661710037176,1.0353159851301115,3416.0,6.349442379182156,33.74,-117.88,1.635,1.0687853642359428,0.5662146357640572,34.63086457272521
1.3676,26.0,5.104895104895105,1.1048951048951048,880.0,3.076923076923077,35.99,-119.31,0.478,0.6987947164931754,-0.2207947164931754,-46.191363283091086
1.55,36.0,3.1495016611295683,1.0066445182724253,1042.0,3.4617940199335546,33.79,-118.17,1.0,1.3684283098099286,-0.3684283098099286,-36.84283098099286
4.3235,25.0,5.524489795918368,0.9469387755102041,1423.0,2.904081632653061,38.61,-121.3,1.169,1.5856204194335177,-0.4166204194335177,-35.63904357857294
3.015,39.0,4.031339031339031,1.0512820512820513,1467.0,4.17948717948718,34.11,-118.25,1.563,1.6814961281245573,-0.11849612812455734,-7.581326175595479
3.2813,45.0,5.934579439252336,1.1308411214953271,598.0,2.794392523364486,36.8,-119.99,1.054,1.6549720566806982,-0.6009720566806982,-57.01822169646093
2.5588,36.0,3.9771812080536915,1.1248322147651006,1129.0,1.5154362416107383,34.1,-118.36,5.00001,2.2590531172612174,2.7409568827387822,54.81902801671962
1.9167,38.0,4.942857142857143,1.025,682.0,2.4357142857142855,38.64,-121.41,0.644,0.9468377320660721,-0.3028377320660721,-47.0244925568435
3.8929,35.0,6.362745098039215,1.1568627450980393,632.0,3.0980392156862746,37.62,-122.03,2.095,2.219527406781772,-0.12452740678177188,-5.944028963330399
2.5313,35.0,4.167487684729064,1.041871921182266,1578.0,3.8866995073891624,34.05,-118.31,3.058,1.5483925830330278,1.509607416966972,49.365840973413086
2.2844,27.0,4.104542177361211,1.0720980533525595,2334.0,1.6827685652487383,38.62,-121.39,1.705,1.3473694835843872,0.35763051641561283,20.975396857220694
3.8875,34.0,4.4673539518900345,0.993127147766323,650.0,2.2336769759450172,34.26,-118.47,1.992,2.4419524847863983,-0.44995248478639827,-22.587976143895496
2.5762,29.0,4.048703849175177,1.0950510604870385,3741.0,2.93872741555381,37.78,-122.28,1.734,1.9592984654193515,-0.2252984654193515,-12.99299108531439
1.1853,16.0,3.996941896024465,1.0978593272171253,961.0,2.9388379204892967,32.8,-115.57,0.726,0.43204154637388825,0.2939584536261117,40.4901451275636
4.625,13.0,4.671711292200233,1.0512223515715948,1999.0,2.3271245634458673,33.7,-117.99,2.488,2.5999808919826535,-0.11198089198265349,-4.500839709913725
2.8194,33.0,6.275401069518717,1.232620320855615,1482.0,3.962566844919786,34.71,-118.14,0.93,1.1874184324206425,-0.25741843242064244,-27.67940133555295
3.0453,25.0,4.141382868937049,1.1320949432404541,2297.0,2.370485036119711,33.79,-118.15,1.859,2.188324378447412,-0.3293243784474118,-17.71513601115717
3.9375,32.0,5.3,1.02,170.0,3.4,34.0,-117.88,1.875,1.913130630919163,-0.03813063091916291,-2.033633649022022
1.8917,43.0,3.5139664804469275,1.0642458100558658,1276.0,3.564245810055866,34.0,-118.27,1.069,1.5207206349189448,-0.4517206349189449,-42.25637370616884
5.3991,29.0,6.380281690140845,1.039003250270856,2784.0,3.0162513542795235,37.59,-122.48,2.73,3.010045197152863,-0.2800451971528628,-10.258065829775195
1.7813,29.0,4.648578811369509,0.9198966408268734,1278.0,3.302325581395349,36.43,-119.69,0.579,0.759041162243264,-0.18004116224326405,-31.095192097282222
5.9196,27.0,8.852216748768473,1.6896551724137931,435.0,2.142857142857143,33.61,-117.91,5.00001,3.2990664538638583,1.7009435461361413,34.01880288511706
1.4727,33.0,5.0773809523809526,1.0694444444444444,1583.0,3.140873015873016,39.13,-121.61,0.53,0.43590443853621963,0.0940955614637804,17.753879521468
3.6181,34.0,6.446902654867257,1.0575221238938053,557.0,2.4646017699115044,36.96,-120.07,0.965,1.6376756090763536,-0.6726756090763536,-69.70731700273095
4.1,36.0,4.902612826603326,1.1258907363420427,1366.0,3.2446555819477436,33.91,-118.36,2.431,2.450036598414826,-0.019036598414825967,-0.7830768578702577
5.6846,32.0,6.654109589041096,0.9828767123287672,1081.0,3.702054794520548,32.8,-116.91,2.088,2.54762210730064,-0.4596221073006399,-22.012553031639843
8.2405,25.0,7.630573248407643,1.0063694267515924,951.0,3.0286624203821657,33.96,-117.35,2.352,3.3402680680982257,-0.9882680680982259,-42.0182001742443
3.9118,32.0,5.527058823529412,1.0635294117647058,1479.0,3.48,33.94,-117.44,1.141,1.765320615132481,-0.6243206151324809,-54.71696889855223
3.3616,30.0,4.348159509202454,1.0904907975460123,1669.0,2.5598159509202456,33.73,-118.29,2.685,2.344645536190612,0.3403544638093883,12.676143903515392
4.3214,18.0,5.645645645645645,1.2612612612612613,681.0,2.045045045045045,34.15,-118.42,3.723,2.587144345893826,1.135855654106174,30.509149989421807
3.525,39.0,4.61875,1.0125,1127.0,3.521875,33.93,-118.08,1.58,1.9860855818631151,-0.40608558186311505,-25.70161910526044
7.5349,33.0,7.002890173410405,0.930635838150289,998.0,2.884393063583815,37.89,-122.04,3.491,3.491746267800316,-0.0007462678003160583,-0.021376906339617828
2.1411,52.0,4.456582633053221,1.0420168067226891,817.0,2.288515406162465,38.1,-122.25,0.972,1.8801869669513138,-0.9081869669513138,-93.43487314313928
4.8958,21.0,9.012195121951219,1.524390243902439,199.0,2.426829268292683,34.07,-116.98,1.175,2.007773454434421,-0.832773454434421,-70.8743365476103
3.3562,40.0,4.6567567567567565,1.0,1221.0,3.3,33.98,-118.06,1.692,1.9460248848956425,-0.25402488489564257,-15.01329106948242
2.6458,26.0,5.416666666666667,1.1018518518518519,830.0,3.8425925925925926,37.82,-121.27,1.275,1.0514908822413602,0.22350911775863969,17.530126883030565
4.0167,35.0,4.950261780104712,0.9240837696335078,1093.0,2.8612565445026177,34.09,-117.93,1.655,2.10703735854009,-0.4520373585400901,-27.31343556133475
2.1765,10.0,4.312020460358056,1.0588235294117647,1000.0,2.557544757033248,32.61,-117.07,1.284,1.5555885399249973,-0.2715885399249973,-21.151755445872062
5.6205,19.0,7.232300884955753,1.0685840707964602,1383.0,3.059734513274336,37.13,-121.67,3.008,2.731521649322147,0.276478350677853,9.19143453051373
3.6118,34.0,5.459363957597173,1.047703180212014,1588.0,2.8056537102473498,38.0,-121.79,1.247,1.9510538513416051,-0.704053851341605,-56.45981165530112
5.6276,35.0,6.558241758241758,0.9802197802197802,1435.0,3.1538461538461537,33.83,-117.89,2.008,2.695764618330216,-0.687764618330216,-34.251226012460954
2.5575,12.0,5.202676864244742,1.0497131931166348,1294.0,2.4741873804971317,35.32,-119.03,1.002,1.3507813309132786,-0.34878133091327856,-34.80851605920944
1.4282,18.0,4.8405275779376495,1.1870503597122302,2722.0,3.26378896882494,37.73,-122.38,1.404,1.284505131279893,0.11949486872010695,8.511030535620154
5.3735,36.0,5.681818181818182,0.9744318181818182,956.0,2.715909090909091,33.83,-118.1,2.344,2.87079914989355,-0.52679914989355,-22.474366463035413
2.5809,52.0,4.700280112044818,1.0812324929971988,1220.0,3.4173669467787113,37.75,-122.41,2.553,1.99682447502353,0.5561755249764699,21.78517528305797
3.0114,33.0,4.668094218415417,1.1177730192719486,1634.0,3.498929336188437,33.88,-118.16,1.67,1.843665574328952,-0.17366557432895213,-10.399136187362403
5.4378,52.0,4.6234132581100145,1.0930888575458393,1279.0,1.8039492242595205,37.8,-122.41,5.00001,3.6298766686190262,1.3701333313809734,27.402611822395823
2.0781,29.0,4.690376569037657,1.0313807531380754,1481.0,3.098326359832636,38.59,-121.54,0.748,0.8725344675484266,-0.12453446754842656,-16.648992987757563
2.5156,18.0,6.1393034825870645,1.3233830845771144,543.0,2.701492537313433,39.79,-120.53,0.719,0.1165470437821412,0.6024529562178588,83.79039724865908
2.4318,5.0,4.33609958506224,0.9730290456431535,1911.0,3.9647302904564317,34.97,-120.64,0.861,1.7155985536676894,-0.8545985536676894,-99.25651029822177
1.7432,30.0,4.120448179271708,1.0448179271708684,1418.0,3.9719887955182074,36.1,-119.21,0.425,0.64519662510952,-0.22019662510952004,-51.81097061400472
2.933,13.0,6.244604316546763,1.0623501199040768,978.0,2.3453237410071943,33.73,-116.86,1.707,1.2103888675705932,0.4966111324294069,29.092626387194308
3.15,44.0,5.446376811594203,1.0405797101449274,791.0,2.2927536231884056,38.54,-121.43,1.015,1.5861795344526826,-0.5711795344526827,-56.273845758885
5.3041,37.0,5.741596638655462,0.9663865546218487,1378.0,2.8949579831932772,33.79,-117.84,2.357,2.713104947272072,-0.35610494727207165,-15.108398272043768
7.1267,15.0,6.9327217125382266,1.0642201834862386,1150.0,3.5168195718654434,37.29,-121.76,2.779,3.1923490413136264,-0.4133490413136265,-14.874020918086595
8.0448,35.0,7.672176308539945,0.9972451790633609,1001.0,2.757575757575758,37.88,-122.12,4.333,3.778197273756021,0.5548027262439792,12.804124769074063
4.1875,15.0,6.535471331389699,1.0796890184645287,3139.0,3.0505344995140913,35.41,-120.65,2.616,2.5170556070269896,0.0989443929730105,3.7822780188459673
4.3939,22.0,4.754065040650406,1.0230352303523036,6266.0,2.122628726287263,37.5,-122.31,4.912,2.96927095541902,1.9427290445809797,39.550672731697475
3.1103,26.0,3.9507772020725387,1.0686528497409327,2153.0,2.788860103626943,34.1,-118.13,2.141,1.9476147413578317,0.19338525864216827,9.032473547041956
3.6475,47.0,4.970530451866405,1.1100196463654224,1262.0,2.479371316306483,33.99,-118.04,1.971,2.389474552494079,-0.4184745524940787,-21.231585616137934
5.8673,16.0,7.211111111111111,1.0422222222222222,1471.0,3.2688888888888887,36.36,-119.25,1.548,2.0363177075075143,-0.48831770750751424,-31.545071544413062
3.8317,9.0,4.732510288065844,1.1810699588477367,377.0,1.551440329218107,37.56,-122.32,2.375,2.642825609199413,-0.2678256091994129,-11.276867755764753
3.3239,9.0,5.610955056179775,1.0926966292134832,1691.0,2.375,36.82,-119.85,0.913,1.3754167420493744,-0.46241674204937433,-50.648054988978565
3.1801,29.0,5.757183908045977,1.0057471264367817,1576.0,2.264367816091954,34.05,-117.17,1.493,1.5310522365925507,-0.03805223659255064,-2.5487097516778725
5.8322,15.0,5.74015748031496,1.0150918635170603,4784.0,3.1391076115485563,37.39,-121.85,2.766,2.937654128789866,-0.17165412878986608,-6.2058614891491715
3.5547,25.0,6.172413793103448,1.0919540229885059,882.0,3.3793103448275863,37.49,-120.82,1.224,1.4214024078441625,-0.19740240784416252,-16.12764769968648
1.5553,42.0,1.8061224489795917,1.063543599257885,6846.0,3.175324675324675,34.06,-118.29,0.7,1.7904345755958389,-1.090434575595839,-155.7763679422627
4.375,47.0,5.761467889908257,0.9954128440366973,570.0,2.614678899082569,37.77,-122.16,1.619,2.625531675590267,-1.006531675590267,-62.169961432382145
3.175,27.0,4.791044776119403,0.9552238805970149,214.0,3.1940298507462686,34.0,-117.34,1.016,1.3724652335253538,-0.35646523352535375,-35.0851607800545
2.3523,52.0,5.172839506172839,1.0576131687242798,624.0,2.567901234567901,36.33,-119.65,0.591,1.4818662651016723,-0.8908662651016723,-150.73879274139972
2.6673,38.0,4.608365019011407,1.0342205323193916,1129.0,4.2927756653992395,33.99,-118.19,1.423,1.4430830115608657,-0.02008301156086567,-1.411314937516913
2.4185,48.0,4.168571428571428,0.9257142857142857,902.0,2.577142857142857,34.36,-119.06,1.899,2.0807280676500923,-0.1817280676500923,-9.569671808851622
3.9032,3.0,5.863329583802025,1.1929133858267718,4432.0,2.4926884139482564,36.85,-119.74,1.408,1.5888606574265154,-0.18086065742651547,-12.845217146769567
4.2386,44.0,5.959488272921109,1.0575692963752665,1235.0,2.633262260127932,34.16,-118.1,2.837,2.390585921622751,0.446414078377249,15.735427507128975
2.5509,32.0,3.6805555555555554,1.0456349206349207,2568.0,5.095238095238095,33.83,-117.91,1.708,1.2063023563048318,0.5016976436951681,29.37339834280844
1.5474,44.0,4.674931129476584,1.137741046831956,1396.0,3.8457300275482096,32.71,-117.13,0.833,1.3166650094216124,-0.4836650094216124,-58.06302634112994
5.6902,5.0,6.266900790166813,1.077260755048288,2623.0,2.302897278314311,38.69,-121.17,2.432,2.0690341345954195,0.3629658654045804,14.92458328143834
1.5122,19.0,3.948186528497409,1.160621761658031,960.0,2.4870466321243523,36.79,-119.79,0.475,0.8526028433950827,-0.37760284339508277,-79.49533545159638
1.7456,26.0,5.127922971114168,1.2214580467675378,1765.0,2.4277854195323245,34.17,-117.28,0.868,1.0457266256398725,-0.17772662563987252,-20.47541770044614
3.0893,22.0,3.859300476947536,1.0731319554848966,2519.0,2.0023847376788555,34.2,-118.46,2.056,2.22653164340759,-0.17053164340758986,-8.294340632664877
4.7356,18.0,6.815668202764977,1.1336405529953917,550.0,2.5345622119815667,38.31,-122.42,3.333,2.355202784042909,0.9777972159570911,29.336850163729107
7.1937,36.0,5.7784615384615385,0.9938461538461538,846.0,2.603076923076923,33.81,-118.09,2.544,3.674059969126546,-1.1300599691265458,-44.42059627069755
6.5378,34.0,6.696078431372549,0.9845938375350141,1879.0,2.6316526610644257,37.88,-122.06,3.409,3.2515602666274432,0.15743973337255657,4.618355335070595
1.4413,41.0,2.547008547008547,1.1025641025641026,2931.0,4.1752136752136755,34.05,-118.28,1.589,1.2970095157898953,0.29199048421010465,18.375738465078957
5.0719,36.0,6.3247863247863245,1.0455840455840455,1002.0,2.8547008547008548,33.84,-118.16,2.195,2.711768317674803,-0.5167683176748032,-23.54297574828261
8.0082,16.0,7.790528233151184,1.029143897996357,1642.0,2.9908925318761383,33.57,-117.66,2.866,3.476025766676514,-0.6100257666765141,-21.284918586061202
3.5,24.0,5.986440677966102,1.047457627118644,1681.0,2.8491525423728814,34.12,-117.2,1.139,1.4473256789540017,-0.30832567895400165,-27.069857678138863
7.4382,11.0,10.822651448639157,1.7559262510974538,2450.0,2.151009657594381,33.72,-116.33,3.531,2.963894380558237,0.567105619441763,16.06076520650702
3.5637,40.0,4.414388489208633,1.087769784172662,1190.0,1.7122302158273381,34.15,-118.34,4.974,2.580644688291869,2.393355311708131,48.117316278812446
3.5603,52.0,4.904306220095694,1.0263157894736843,957.0,2.289473684210526,34.09,-118.25,2.1,2.447464578478396,-0.34746457847839585,-16.54593230849504
2.0398,46.0,4.911528150134048,0.9785522788203753,975.0,2.613941018766756,37.96,-121.32,0.881,1.2725276219570745,-0.39152762195707447,-44.441273774923324
5.7457,24.0,6.732793522267206,1.0182186234817814,1616.0,3.2712550607287447,33.89,-117.85,2.406,2.567426581713619,-0.16142658171361868,-6.70933423581125
2.8403,16.0,6.428571428571429,1.2007722007722008,1301.0,5.023166023166024,38.02,-121.35,1.323,0.6403457745044534,0.6826542254955466,51.598958843200805
4.8021,22.0,4.94750656167979,0.9540682414698163,1657.0,2.174540682414698,37.37,-122.07,4.575,2.8770416186160332,1.697958381383967,37.11384440183534
4.555,39.0,4.900621118012422,0.984472049689441,872.0,2.7080745341614905,34.25,-117.55,1.531,2.2232107407337764,-0.6922107407337765,-45.21298110605987
